manufacturing_plant_name,manufacturing_plant_id,manufacturing_plant_country_region_level_2_name,segment_abbr_name,business_unit_id,plant_shift_calendar_year_id,plant_shift_calendar_month_id,plant_shift_calendar_week_id,plant_shift_fiscal_year_id,plant_shift_fiscal_month_id,plant_shift_fiscal_week_id,machine_event_record_id,production_order_event_record_id,machine_id,machine_group_code,cost_center_id,machine_status_code,machine_status_name,machine_status_class_code,hydra_bmk_number,machine_event_create_date,machine_event_create_time,machine_production_time_seconds_quantity,machine_production_or_setup_or_repair_or_break_time_seconds_quantity,machine_status_seconds_quantity,plant_shift_timestamp,yield_quantity,scrap_quantity,production_order_operation_composite_id,part_number,resource_id,part_description,strokes_yield_quantity,strokes_total_quantity,machine_event_end_date,machine_event_end_time,production_order_logoff_date,production_order_logon_time,production_order_logon_date,production_order_logoff_time,last_load_timestamp,hydra_plant_instance_name,plant_shift_date
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33202429,,M-471,M-471,VS3U,313,TPM /5S+1,313,AEP,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,131,2026-03-01 10:00:00,0,0,,,,,0,0,2026-03-01 10:00:00,1970-01-15 10:00:00,,,,,2026-02-15 04:01:17.000000,OOSTKAMP,2026-03-01 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33202425,,M-471,M-471,VS3U,200,Productie,200,HNZ,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,12180,2026-03-01 10:00:00,5444,0,,,,,1361,1361,2026-03-01 10:00:00,1970-01-15 10:00:00,,,,,2026-02-15 04:01:17.000000,OOSTKAMP,2026-03-01 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201687,40575298.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1357,2026-02-28 10:00:00,1136,48,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,148,148,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201599,40575298.0,M-231,M-231,VS3U,219,Microstop,200,HNZ,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,15,2026-02-28 10:00:00,0,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,0,0,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201782,40575647.0,M-612,M-612,VS3U,211,Wachten op vormherst,212,U8,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,16856,2026-02-28 10:00:00,0,0,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",0,0,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201346,40575647.0,M-612,M-612,VS3U,211,Wachten op vormherst,212,U8,2026-03-01 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1,2026-02-28 10:00:00,0,0,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",0,0,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201627,40575134.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,20976,2026-02-28 10:00:00,31632,256,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,1993,1993,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201278,40575134.0,M-607,M-607,VS3U,219,Microstop,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,74,2026-02-28 10:00:00,0,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,0,0,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201791,40575684.0,M-471,M-471,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,43200,2026-02-28 10:00:00,19396,0,2002334741650020.0,2328413-1,M1947877,"10POS,NANOMQS,REC HSG",4849,4849,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:17.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201731,40575455.0,M-356,M-356,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,43200,2026-02-28 10:00:00,2818,0,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,1409,1409,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201598,40575298.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,41828,2026-02-28 10:00:00,36160,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,4520,4520,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201277,40575134.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,22150,2026-02-28 10:00:00,33488,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,2093,2093,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33201345,40575647.0,M-612,M-612,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,26343,2026-02-28 10:00:00,8032,44,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",2019,2019,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-03-01 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200786,40572991.0,M-612,M-612,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,9962,2026-02-28 10:00:00,3028,48,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",769,769,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200177,40572991.0,M-612,M-612,VS3U,219,Microstop,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,190,2026-02-28 10:00:00,0,0,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",0,0,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200663,40572532.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,10292,2026-02-28 10:00:00,8840,80,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,1115,1115,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200173,40572532.0,M-231,M-231,VS3U,219,Microstop,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,118,2026-02-28 10:00:00,0,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,0,0,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200170,40572532.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,30015,2026-02-28 10:00:00,25888,56,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,3243,3243,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33199273,40572532.0,M-231,M-231,VS3U,380,Andere,380,AU,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,2478,2026-02-28 10:00:00,0,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,0,0,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200775,40572959.0,M-471,M-471,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,43200,2026-02-28 10:00:00,19392,0,2002334741650020.0,2328413-1,M1947877,"10POS,NANOMQS,REC HSG",4848,4848,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:17.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200709,40572721.0,M-356,M-356,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,43200,2026-02-28 10:00:00,2820,0,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,1410,1410,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200603,40572352.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,43200,2026-02-28 10:00:00,65392,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,4087,4087,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33199213,40572532.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,297,2026-02-28 10:00:00,208,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,26,26,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,21,33200174,40572991.0,M-612,M-612,VS3U,200,Productie,200,HNZ,2026-02-28 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,33048,2026-02-28 10:00:00,10100,24,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",2531,2531,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-28 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33198954,40569360.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,23648,2026-02-27 10:00:00,20416,72,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,2561,2561,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197924,40569360.0,M-231,M-231,VS3U,219,Microstop,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,87,2026-02-27 10:00:00,0,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33198844,40569026.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,27097,2026-02-27 10:00:00,40752,496,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,2578,2578,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197758,40569026.0,M-607,M-607,VS3U,219,Microstop,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,115,2026-02-27 10:00:00,0,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197750,40569026.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,337,2026-02-27 10:00:00,48,560,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,38,38,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197738,40569026.0,M-607,M-607,VS3U,219,Microstop,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,205,2026-02-27 10:00:00,0,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33199010,40569562.0,M-471,M-471,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,28800,2026-02-27 10:00:00,12932,0,2002334741650020.0,2328413-1,M1947877,"10POS,NANOMQS,REC HSG",3233,3233,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:17.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33198965,40569406.0,M-356,M-356,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,28800,2026-02-27 10:00:00,1880,0,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,940,940,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197922,40569360.0,M-231,M-231,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,5065,2026-02-27 10:00:00,4336,0,2002335528150070.0,1452301-1,M1774901,SPACER F.12P,542,542,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:05.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197720,40569026.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1046,2026-02-27 10:00:00,1552,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,97,97,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33199043,40569684.0,M-612,M-612,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,28800,2026-02-27 10:00:00,8832,8,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",2210,2210,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-28 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197466,40566529.0,M-612,M-612,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,8968,2026-02-27 10:00:00,2724,48,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",693,693,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196837,40566529.0,M-612,M-612,VS3U,380,Andere,380,AU,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,507,2026-02-27 10:00:00,0,0,2002334559570080.0,1-2292506-1,M0067868,"34POS,MQS,REC HSG,AND MPQ",0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:07.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197468,40566536.0,M-471,M-471,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,14040,2026-02-27 10:00:00,6288,20,2002334741650020.0,2328413-1,M1947877,"10POS,NANOMQS,REC HSG",1577,1577,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:17.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196569,40566536.0,M-471,M-471,VS3U,219,Microstop,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,8,2026-02-27 10:00:00,0,0,2002334741650020.0,2328413-1,M1947877,"10POS,NANOMQS,REC HSG",0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:01:17.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197323,40566021.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,15479,2026-02-27 10:00:00,23936,640,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,1536,1536,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196481,40566021.0,M-607,M-607,VS3U,219,Microstop,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,175,2026-02-27 10:00:00,0,0,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33197453,40566463.0,M-356,M-356,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,23290,2026-02-27 10:00:00,1508,12,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,760,760,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196056,40566463.0,M-356,M-356,VS3U,380,Andere,380,AU,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,424,2026-02-27 10:00:00,0,0,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,0,0,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196023,40566463.0,M-356,M-356,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,269,2026-02-27 10:00:00,0,14,2002335031310020.0,2-953615-2,M1835997,MODULAR RELAY HLDR 50-60A,7,7,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:38.000000,OOSTKAMP,2026-02-27 10:00:00
Oostkamp,538,EMEA,TS,AUT,2026,2,7,2026,5,20,33196477,40566021.0,M-607,M-607,VS3U,200,Productie,200,HNZ,2026-02-27 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,1970-01-15 10:00:00,12421,2026-02-27 10:00:00,19280,384,2002335030910080.0,1-1670988-1,M1835337,4POS MQS REC COD A,1229,1229,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-27 10:00:00,1970-01-15 10:00:00,2026-02-15 04:00:00.000000,OOSTKAMP,2026-02-27 10:00:00
